"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases.x","deaths.x","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","cases.y","deaths.y","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,5.56,5.56,9.52,9.52,3.33,3.33,3.85,3.85,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,6.67,6.67,7.69,7.69,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,6.67,6.67,7.69,7.69,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,6.67,6.67,7.69,7.69,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,6.67,6.67,7.69,7.69,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,6.67,6.67,7.69,7.69,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,6.67,6.67,7.69,7.69,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,6.67,6.67,7.69,7.69,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-13,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,6.67,6.67,7.69,7.69,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-14,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,6.67,6.67,7.69,7.69,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-15,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,6.67,6.67,7.69,7.69,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-16,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,6.67,6.67,7.69,7.69,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-17,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,6.67,6.67,7.69,7.69,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-18,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,2,0,NA,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,70.37,70.37,70.24,70.24,42.22,42.22,48.72,48.72,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-19,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,2,0,NA,0,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,75.93,75.93,75,75,45.56,45.56,52.56,52.56,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-20,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,2,0,NA,0,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,75.93,75.93,75,75,45.56,45.56,52.56,52.56,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-21,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,2,0,NA,0,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,75.93,75.93,75,75,45.56,45.56,52.56,52.56,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-22,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,2,0,NA,0,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,75.93,75.93,75,75,45.56,45.56,52.56,52.56,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-23,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,2,0,NA,0,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,75.93,75.93,75,75,45.56,45.56,52.56,52.56,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-24,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,2,0,NA,0,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,75.93,75.93,75,75,45.56,45.56,52.56,52.56,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-25,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,2,0,NA,0,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,75.93,75.93,75,75,45.56,45.56,52.56,52.56,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-26,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,2,0,NA,0,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,75.93,75.93,75,75,45.56,45.56,52.56,52.56,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-27,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,2,0,NA,0,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,75.93,75.93,75,75,45.56,45.56,52.56,52.56,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-28,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,2,0,NA,0,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,75.93,75.93,75,75,45.56,45.56,52.56,52.56,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-29,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,37840000,0,0,NA,0,NA,NA,0,0,90.74,90.74,95.24,95.24,56.67,56.67,65.38,65.38,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-30,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,0,0,90.74,90.74,95.24,95.24,56.67,56.67,65.38,65.38,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-03-31,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,0,0,90.74,90.74,95.24,95.24,56.67,56.67,65.38,65.38,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-01,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,0,0,90.74,90.74,95.24,95.24,56.67,56.67,65.38,65.38,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-02,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-03,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-04,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-05,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-06,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-07,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-08,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-09,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-10,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-11,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-12,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-13,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,66152150,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-14,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-15,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-16,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho","LSO",NA,NA,"NAT_TOTAL",2020-04-17,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,0,NA,0,0,0,2,1,1,0,0,0,1,1,0,NA,NA,0,0,90.74,90.74,95.24,95.24,58.33,58.33,67.31,67.31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
